orderdetailid,orderid,itemid,PreparationTime,DeliveryTime,TotalTime
3581,3581,371,34,61,95
3582,3582,250,17,72,89
3583,3583,372,49,70,119
3584,3584,327,34,119,153
3585,3585,49,40,62,102
3586,3586,169,31,58,89
3587,3587,194,35,81,116
3588,3588,421,42,81,123
3589,3589,447,28,50,78
3590,3590,401,30,60,90
3591,3591,467,21,53,74
3592,3592,392,44,90,134
3593,3593,336,43,110,153
3594,3594,89,31,99,130
3595,3595,48,42,113,155
3596,3596,5,25,18,43
3597,3597,117,23,94,117
3598,3598,444,16,74,90
3599,3599,433,47,92,139
3600,3600,253,22,52,74
3601,3601,284,35,38,73
3602,3602,479,43,76,119
3603,3603,103,33,15,48
3604,3604,209,16,16,32
3605,3605,88,32,86,118
3606,3606,86,42,38,80
3607,3607,468,20,114,134
3608,3608,16,47,100,147
3609,3609,346,53,105,158
3610,3610,360,53,47,100
3611,3611,438,19,87,106
3612,3612,202,30,30,60
3613,3613,231,28,49,77
3614,3614,192,32,83,115
3615,3615,10,36,44,80
3616,3616,481,45,108,153
3617,3617,364,46,21,67
3618,3618,323,58,36,94
3619,3619,304,55,70,125
3620,3620,255,23,32,55
3621,3621,162,12,65,77
3622,3622,457,14,73,87
3623,3623,222,30,51,81
3624,3624,206,59,108,167
3625,3625,181,38,31,69
3626,3626,167,59,86,145
3627,3627,330,55,118,173
3628,3628,271,47,15,62
3629,3629,172,34,81,115
3630,3630,178,15,107,122
3631,3631,233,38,88,126
3632,3632,182,34,40,74
3633,3633,227,33,109,142
3634,3634,63,46,62,108
3635,3635,9,44,25,69
3636,3636,289,23,41,64
3637,3637,308,37,78,115
3638,3638,54,47,53,100
3639,3639,362,59,67,126
3640,3640,472,58,63,121
3641,3641,118,44,120,164
3642,3642,416,55,55,110
3643,3643,54,51,22,73
3644,3644,61,48,93,141
3645,3645,436,12,113,125
3646,3646,3,35,119,154
3647,3647,455,48,18,66
3648,3648,418,41,59,100
3649,3649,128,39,113,152
3650,3650,11,58,16,74
3651,3651,89,32,31,63
3652,3652,426,53,48,101
3653,3653,163,28,115,143
3654,3654,28,48,55,103
3655,3655,306,17,58,75
3656,3656,405,58,41,99
3657,3657,460,33,31,64
3658,3658,19,55,17,72
3659,3659,121,13,24,37
3660,3660,323,58,88,146
3661,3661,8,43,70,113
3662,3662,369,22,48,70
3663,3663,139,22,107,129
3664,3664,92,48,108,156
3665,3665,295,41,70,111
3666,3666,259,51,117,168
3667,3667,175,19,112,131
3668,3668,295,14,55,69
3669,3669,101,37,73,110
3670,3670,275,44,88,132
3671,3671,212,47,64,111
3672,3672,388,38,56,94
3673,3673,293,31,100,131
3674,3674,292,10,15,25
3675,3675,111,56,43,99
3676,3676,354,22,27,49
3677,3677,231,51,97,148
3678,3678,34,34,118,152
3679,3679,207,19,99,118
3680,3680,401,10,107,117
3681,3681,164,45,38,83
3682,3682,403,59,71,130
3683,3683,374,24,115,139
3684,3684,361,20,58,78
3685,3685,164,26,84,110
3686,3686,280,27,94,121
3687,3687,355,33,18,51
3688,3688,343,53,77,130
3689,3689,444,54,96,150
3690,3690,118,39,98,137
3691,3691,2,21,48,69
3692,3692,350,13,15,28
3693,3693,425,31,73,104
3694,3694,137,16,113,129
3695,3695,376,10,22,32
3696,3696,137,40,112,152
3697,3697,439,38,54,92
3698,3698,176,21,67,88
3699,3699,144,27,103,130
3700,3700,36,28,74,102
3701,3701,379,13,65,78
3702,3702,298,22,107,129
3703,3703,26,17,40,57
3704,3704,103,28,96,124
3705,3705,95,13,115,128
3706,3706,388,23,62,85
3707,3707,376,23,90,113
3708,3708,180,15,88,103
3709,3709,33,39,39,78
3710,3710,294,50,107,157
3711,3711,274,34,24,58
3712,3712,458,48,109,157
3713,3713,164,27,82,109
3714,3714,386,30,23,53
3715,3715,462,26,47,73
3716,3716,224,33,46,79
3717,3717,430,32,113,145
3718,3718,303,39,113,152
3719,3719,176,10,42,52
3720,3720,300,39,58,97
3721,3721,52,35,50,85
3722,3722,214,25,54,79
3723,3723,211,30,29,59
3724,3724,195,60,78,138
3725,3725,357,51,71,122
3726,3726,414,34,113,147
3727,3727,467,24,72,96
3728,3728,423,36,21,57
3729,3729,347,39,82,121
3730,3730,51,42,120,162
3731,3731,7,25,16,41
3732,3732,123,55,77,132
3733,3733,289,13,108,121
3734,3734,262,24,18,42
3735,3735,364,23,120,143
3736,3736,322,16,78,94
3737,3737,258,60,62,122
3738,3738,80,35,91,126
3739,3739,389,35,106,141
3740,3740,281,25,86,111
3741,3741,90,16,88,104
3742,3742,41,43,119,162
3743,3743,242,58,43,101
3744,3744,420,53,34,87
3745,3745,452,57,24,81
3746,3746,318,52,45,97
3747,3747,128,29,46,75
3748,3748,96,48,102,150
3749,3749,25,59,113,172
3750,3750,337,11,17,28
3751,3751,394,15,98,113
3752,3752,259,51,18,69
3753,3753,422,52,94,146
3754,3754,335,18,69,87
3755,3755,69,37,28,65
3756,3756,142,49,99,148
3757,3757,197,25,74,99
3758,3758,289,41,31,72
3759,3759,243,36,94,130
3760,3760,240,57,78,135
3761,3761,456,55,91,146
3762,3762,342,59,46,105
3763,3763,430,37,108,145
3764,3764,61,36,113,149
3765,3765,225,26,84,110
3766,3766,125,21,108,129
3767,3767,64,11,80,91
3768,3768,227,39,119,158
3769,3769,403,20,52,72
3770,3770,109,47,94,141
3771,3771,163,29,29,58
3772,3772,230,48,56,104
3773,3773,242,52,78,130
3774,3774,399,23,60,83
3775,3775,296,56,48,104
3776,3776,86,46,110,156
3777,3777,293,21,97,118
3778,3778,422,28,35,63
3779,3779,245,16,29,45
3780,3780,273,42,90,132
3781,3781,144,17,113,130
3782,3782,467,19,81,100
3783,3783,257,30,58,88
3784,3784,72,44,91,135
3785,3785,24,47,72,119
3786,3786,220,55,27,82
3787,3787,87,53,38,91
3788,3788,247,29,95,124
3789,3789,35,19,91,110
3790,3790,391,48,62,110
3791,3791,270,43,72,115
3792,3792,91,34,43,77
3793,3793,453,11,17,28
3794,3794,83,16,85,101
3795,3795,186,44,82,126
3796,3796,124,10,27,37
3797,3797,135,52,32,84
3798,3798,127,21,87,108
3799,3799,451,21,86,107
3800,3800,462,20,85,105
3801,3801,243,50,120,170
3802,3802,469,59,115,174
3803,3803,390,54,109,163
3804,3804,298,31,89,120
3805,3805,263,18,59,77
3806,3806,192,24,20,44
3807,3807,441,11,40,51
3808,3808,130,14,113,127
3809,3809,83,35,64,99
3810,3810,430,49,64,113
3811,3811,391,58,42,100
3812,3812,61,32,82,114
3813,3813,103,17,103,120
3814,3814,19,50,76,126
3815,3815,323,39,28,67
3816,3816,102,25,115,140
3817,3817,346,15,43,58
3818,3818,381,31,118,149
3819,3819,466,20,26,46
3820,3820,1,51,65,116
3821,3821,333,36,89,125
3822,3822,333,48,59,107
3823,3823,370,55,48,103
3824,3824,462,11,39,50
3825,3825,223,21,31,52
3826,3826,386,34,120,154
3827,3827,64,16,94,110
3828,3828,353,34,105,139
3829,3829,330,15,60,75
3830,3830,138,12,44,56
3831,3831,345,19,91,110
3832,3832,92,42,104,146
3833,3833,424,59,29,88
3834,3834,36,52,112,164
3835,3835,141,51,87,138
3836,3836,200,11,53,64
3837,3837,48,19,34,53
3838,3838,313,30,27,57
3839,3839,430,45,115,160
3840,3840,398,22,62,84
3841,3841,433,17,72,89
3842,3842,90,12,33,45
3843,3843,413,50,64,114
3844,3844,184,19,57,76
3845,3845,340,22,83,105
3846,3846,20,38,104,142
3847,3847,346,20,51,71
3848,3848,297,57,106,163
3849,3849,130,40,36,76
3850,3850,304,52,92,144
3851,3851,261,29,28,57
3852,3852,95,38,36,74
3853,3853,360,23,93,116
3854,3854,225,43,82,125
3855,3855,258,19,20,39
3856,3856,90,31,100,131
3857,3857,353,39,98,137
3858,3858,290,51,54,105
3859,3859,246,29,91,120
3860,3860,445,54,26,80
3861,3861,70,17,102,119
3862,3862,138,40,114,154
3863,3863,96,29,34,63
3864,3864,220,60,31,91
3865,3865,459,49,30,79
3866,3866,195,35,54,89
3867,3867,289,12,47,59
3868,3868,187,22,39,61
3869,3869,41,57,37,94
3870,3870,1,19,70,89
3871,3871,366,25,109,134
3872,3872,97,33,18,51
3873,3873,274,30,111,141
3874,3874,138,10,88,98
3875,3875,208,12,24,36
3876,3876,226,40,61,101
3877,3877,259,27,85,112
3878,3878,112,15,82,97
3879,3879,435,60,47,107
3880,3880,152,27,54,81
3881,3881,198,52,97,149
3882,3882,477,46,22,68
3883,3883,352,32,58,90
3884,3884,313,23,28,51
3885,3885,394,45,98,143
3886,3886,64,48,28,76
3887,3887,157,60,97,157
3888,3888,83,59,18,77
3889,3889,8,51,106,157
3890,3890,28,20,68,88
3891,3891,12,51,90,141
3892,3892,32,42,81,123
3893,3893,27,57,115,172
3894,3894,396,31,29,60
3895,3895,140,14,87,101
3896,3896,245,56,43,99
3897,3897,391,43,87,130
3898,3898,4,29,48,77
3899,3899,58,58,29,87
3900,3900,173,52,104,156
3901,3901,19,12,75,87
3902,3902,42,22,58,80
3903,3903,357,28,113,141
3904,3904,398,24,108,132
3905,3905,403,22,98,120
3906,3906,351,38,17,55
3907,3907,174,45,35,80
3908,3908,74,52,25,77
3909,3909,419,58,29,87
3910,3910,209,21,103,124
3911,3911,470,52,59,111
3912,3912,448,54,104,158
3913,3913,382,51,40,91
3914,3914,204,19,45,64
3915,3915,108,19,87,106
3916,3916,222,54,102,156
3917,3917,107,10,96,106
3918,3918,441,33,36,69
3919,3919,348,35,55,90
3920,3920,295,46,23,69
3921,3921,306,48,74,122
3922,3922,34,54,116,170
3923,3923,73,53,16,69
3924,3924,326,57,24,81
3925,3925,147,57,39,96
3926,3926,232,22,47,69
3927,3927,110,22,41,63
3928,3928,291,26,102,128
3929,3929,338,57,17,74
3930,3930,456,24,119,143
3931,3931,21,43,110,153
3932,3932,264,41,85,126
3933,3933,100,54,42,96
3934,3934,350,20,65,85
3935,3935,113,12,101,113
3936,3936,248,47,84,131
3937,3937,40,44,76,120
3938,3938,396,52,23,75
3939,3939,339,56,82,138
3940,3940,190,24,105,129
3941,3941,405,27,68,95
3942,3942,332,11,84,95
3943,3943,338,42,19,61
3944,3944,88,54,36,90
3945,3945,382,41,72,113
3946,3946,314,40,76,116
3947,3947,62,57,26,83
3948,3948,435,35,37,72
3949,3949,324,38,75,113
3950,3950,392,52,78,130
3951,3951,11,13,89,102
3952,3952,76,57,59,116
3953,3953,390,47,67,114
3954,3954,143,23,38,61
3955,3955,316,14,99,113
3956,3956,342,48,77,125
3957,3957,254,11,50,61
3958,3958,345,42,28,70
3959,3959,283,50,48,98
3960,3960,467,23,77,100
3961,3961,259,51,70,121
3962,3962,364,46,48,94
3963,3963,402,13,103,116
3964,3964,422,26,35,61
3965,3965,291,40,25,65
3966,3966,397,40,42,82
3967,3967,186,18,29,47
3968,3968,297,17,35,52
3969,3969,80,53,66,119
3970,3970,139,20,105,125
3971,3971,280,29,72,101
3972,3972,106,46,66,112
3973,3973,359,25,76,101
3974,3974,381,35,66,101
3975,3975,453,52,39,91
3976,3976,323,16,72,88
3977,3977,38,44,16,60
3978,3978,463,13,15,28
3979,3979,364,18,52,70
3980,3980,185,53,42,95
3981,3981,61,39,70,109
3982,3982,481,40,30,70
3983,3983,319,28,25,53
3984,3984,24,46,98,144
3985,3985,467,49,87,136
3986,3986,441,32,29,61
3987,3987,399,51,115,166
3988,3988,329,60,20,80
3989,3989,141,58,67,125
3990,3990,450,31,70,101
3991,3991,392,56,61,117
3992,3992,255,18,44,62
3993,3993,406,35,31,66
3994,3994,267,43,44,87
3995,3995,413,54,83,137
3996,3996,174,27,21,48
3997,3997,413,31,93,124
3998,3998,379,31,40,71
3999,3999,4,25,86,111
4000,4000,456,25,28,53
4001,4001,187,35,43,78
4002,4002,257,59,43,102
4003,4003,167,32,36,68
4004,4004,284,53,31,84
4005,4005,38,51,64,115
4006,4006,454,18,65,83
4007,4007,106,16,74,90
4008,4008,286,59,99,158
4009,4009,12,37,81,118
4010,4010,204,34,86,120
4011,4011,254,23,112,135
4012,4012,333,53,94,147
4013,4013,123,54,103,157
4014,4014,184,41,43,84
4015,4015,371,44,34,78
4016,4016,453,11,92,103
4017,4017,477,18,36,54
4018,4018,125,57,101,158
4019,4019,231,16,81,97
4020,4020,139,34,103,137
4021,4021,473,28,42,70
4022,4022,417,54,104,158
4023,4023,428,25,40,65
4024,4024,288,36,43,79
4025,4025,213,58,118,176
4026,4026,188,42,50,92
4027,4027,16,40,115,155
4028,4028,365,58,65,123
4029,4029,255,29,62,91
4030,4030,350,22,58,80
4031,4031,129,39,108,147
4032,4032,433,21,67,88
4033,4033,389,15,63,78
4034,4034,306,32,105,137
4035,4035,113,22,110,132
4036,4036,109,15,120,135
4037,4037,361,54,24,78
4038,4038,260,56,97,153
4039,4039,110,10,105,115
4040,4040,245,40,96,136
4041,4041,251,29,25,54
4042,4042,399,27,78,105
4043,4043,369,27,65,92
4044,4044,457,37,114,151
4045,4045,130,40,30,70
4046,4046,50,25,68,93
4047,4047,267,41,107,148
4048,4048,90,34,87,121
4049,4049,333,50,99,149
4050,4050,94,24,28,52
4051,4051,341,48,25,73
4052,4052,322,49,27,76
4053,4053,456,42,57,99
4054,4054,158,19,106,125
4055,4055,453,49,38,87
4056,4056,283,27,97,124
4057,4057,133,10,34,44
4058,4058,95,28,31,59
4059,4059,53,46,45,91
4060,4060,275,55,24,79
4061,4061,346,18,18,36
4062,4062,339,37,19,56
4063,4063,150,51,23,74
4064,4064,77,10,75,85
4065,4065,459,57,71,128
4066,4066,14,50,67,117
4067,4067,193,41,64,105
4068,4068,92,59,95,154
4069,4069,207,12,78,90
4070,4070,65,29,17,46
4071,4071,304,28,116,144
4072,4072,162,51,93,144
4073,4073,289,25,106,131
4074,4074,26,52,45,97
4075,4075,471,58,77,135
4076,4076,420,44,95,139
4077,4077,29,60,59,119
4078,4078,113,15,96,111
4079,4079,64,12,97,109
4080,4080,122,45,95,140
4081,4081,117,23,21,44
4082,4082,46,55,39,94
4083,4083,308,12,94,106
4084,4084,375,36,90,126
4085,4085,208,22,66,88
4086,4086,423,44,40,84
4087,4087,189,22,104,126
4088,4088,56,55,67,122
4089,4089,441,25,22,47
4090,4090,225,14,42,56
4091,4091,304,46,105,151
4092,4092,241,34,31,65
4093,4093,400,44,38,82
4094,4094,22,25,49,74
4095,4095,5,16,86,102
4096,4096,275,26,77,103
4097,4097,59,43,93,136
4098,4098,87,17,101,118
4099,4099,463,17,40,57
4100,4100,214,29,39,68
4101,4101,190,60,77,137
4102,4102,158,51,101,152
4103,4103,401,31,75,106
4104,4104,133,53,60,113
4105,4105,71,36,104,140
4106,4106,380,55,82,137
4107,4107,352,25,49,74
4108,4108,176,17,52,69
4109,4109,139,32,107,139
4110,4110,386,43,29,72
4111,4111,387,36,115,151
4112,4112,476,10,43,53
4113,4113,478,22,20,42
4114,4114,2,60,43,103
4115,4115,22,35,55,90
4116,4116,165,20,81,101
4117,4117,18,20,34,54
4118,4118,208,18,18,36
4119,4119,345,60,16,76
4120,4120,309,57,84,141
4121,4121,284,26,112,138
4122,4122,158,17,99,116
4123,4123,328,20,49,69
4124,4124,11,41,96,137
4125,4125,384,16,105,121
4126,4126,428,16,50,66
4127,4127,299,27,38,65
4128,4128,10,40,32,72
4129,4129,382,52,119,171
4130,4130,397,20,74,94
4131,4131,104,14,69,83
4132,4132,399,23,30,53
4133,4133,193,56,116,172
4134,4134,191,21,70,91
4135,4135,118,47,84,131
4136,4136,72,58,15,73
4137,4137,188,34,78,112
4138,4138,275,13,49,62
4139,4139,148,38,67,105
4140,4140,4,35,28,63
4141,4141,455,60,17,77
4142,4142,218,16,101,117
4143,4143,372,17,75,92
4144,4144,457,44,118,162
4145,4145,468,54,118,172
4146,4146,355,58,116,174
4147,4147,43,27,79,106
4148,4148,473,29,89,118
4149,4149,382,47,66,113
4150,4150,351,10,53,63
4151,4151,281,25,78,103
4152,4152,216,12,104,116
4153,4153,468,49,57,106
4154,4154,262,47,111,158
4155,4155,115,45,67,112
4156,4156,417,10,71,81
4157,4157,260,29,25,54
4158,4158,295,48,43,91
4159,4159,246,33,27,60
4160,4160,331,44,85,129
4161,4161,127,28,89,117
4162,4162,260,53,112,165
4163,4163,443,42,43,85
4164,4164,270,26,40,66
4165,4165,261,29,118,147
4166,4166,315,11,22,33
4167,4167,183,58,44,102
4168,4168,461,31,47,78
4169,4169,44,34,118,152
4170,4170,340,60,112,172
4171,4171,301,59,47,106
4172,4172,107,17,74,91
4173,4173,26,12,78,90
4174,4174,49,58,63,121
4175,4175,37,12,96,108
4176,4176,232,40,93,133
4177,4177,363,17,30,47
4178,4178,69,36,83,119
4179,4179,132,15,39,54
4180,4180,391,22,88,110
4181,4181,401,46,84,130
4182,4182,460,25,118,143
4183,4183,107,11,117,128
4184,4184,334,58,112,170
4185,4185,233,15,32,47
4186,4186,358,41,75,116
4187,4187,389,60,113,173
4188,4188,42,47,113,160
4189,4189,268,13,112,125
4190,4190,113,40,94,134
4191,4191,146,57,96,153
4192,4192,451,39,15,54
4193,4193,124,13,103,116
4194,4194,480,38,20,58
4195,4195,181,49,97,146
4196,4196,266,12,119,131
4197,4197,282,17,111,128
4198,4198,348,50,94,144
4199,4199,219,45,22,67
4200,4200,253,36,44,80
4201,4201,415,10,82,92
4202,4202,472,49,54,103
4203,4203,141,24,26,50
4204,4204,196,17,115,132
4205,4205,456,18,115,133
4206,4206,159,48,108,156
4207,4207,451,43,56,99
4208,4208,30,27,62,89
4209,4209,260,54,59,113
4210,4210,59,56,69,125
4211,4211,30,45,27,72
4212,4212,312,27,117,144
4213,4213,40,57,88,145
4214,4214,102,35,102,137
4215,4215,104,25,80,105
4216,4216,137,56,64,120
4217,4217,52,26,118,144
4218,4218,456,12,32,44
4219,4219,214,51,117,168
4220,4220,339,51,67,118
4221,4221,427,50,100,150
4222,4222,85,44,115,159
4223,4223,354,10,39,49
4224,4224,356,53,51,104
4225,4225,3,27,72,99
4226,4226,161,19,49,68
4227,4227,335,42,49,91
4228,4228,25,41,102,143
4229,4229,196,22,100,122
4230,4230,196,45,21,66
4231,4231,440,42,39,81
4232,4232,451,20,120,140
4233,4233,9,59,79,138
4234,4234,177,42,115,157
4235,4235,152,37,52,89
4236,4236,246,31,112,143
4237,4237,137,56,29,85
4238,4238,411,21,90,111
4239,4239,409,12,72,84
4240,4240,116,17,35,52
4241,4241,242,37,29,66
4242,4242,80,18,34,52
4243,4243,136,42,24,66
4244,4244,190,54,106,160
4245,4245,119,59,71,130
4246,4246,78,54,119,173
4247,4247,414,43,63,106
4248,4248,238,10,75,85
4249,4249,322,12,43,55
4250,4250,225,32,23,55
4251,4251,202,14,61,75
4252,4252,234,46,25,71
4253,4253,450,25,98,123
4254,4254,140,47,89,136
4255,4255,66,53,64,117
4256,4256,473,18,120,138
4257,4257,131,29,50,79
4258,4258,267,15,120,135
4259,4259,132,17,119,136
4260,4260,286,14,69,83
4261,4261,280,55,73,128
4262,4262,185,17,43,60
4263,4263,432,12,20,32
4264,4264,10,10,17,27
4265,4265,180,21,25,46
4266,4266,461,50,87,137
4267,4267,72,55,40,95
4268,4268,182,32,98,130
4269,4269,272,17,35,52
4270,4270,241,39,108,147
4271,4271,88,10,22,32
4272,4272,349,35,118,153
4273,4273,116,42,48,90
4274,4274,338,30,41,71
4275,4275,373,35,27,62
4276,4276,400,21,94,115
4277,4277,263,55,36,91
4278,4278,152,41,20,61
4279,4279,437,15,93,108
4280,4280,280,18,91,109
4281,4281,294,40,38,78
4282,4282,352,31,81,112
4283,4283,31,21,49,70
4284,4284,326,37,119,156
4285,4285,302,36,88,124
4286,4286,429,16,102,118
4287,4287,221,57,79,136
4288,4288,466,45,105,150
4289,4289,237,40,101,141
4290,4290,94,40,89,129
4291,4291,400,34,51,85
4292,4292,395,31,112,143
4293,4293,134,37,90,127
4294,4294,348,57,60,117
4295,4295,390,35,84,119
4296,4296,162,28,32,60
4297,4297,455,55,83,138
4298,4298,466,20,52,72
4299,4299,103,45,81,126
4300,4300,404,22,65,87
4301,4301,435,24,19,43
4302,4302,332,21,44,65
4303,4303,313,11,42,53
4304,4304,69,38,76,114
4305,4305,245,35,112,147
4306,4306,179,35,31,66
4307,4307,113,36,120,156
4308,4308,17,51,25,76
4309,4309,200,45,93,138
4310,4310,468,32,29,61
4311,4311,101,60,90,150
4312,4312,387,39,102,141
4313,4313,63,49,31,80
4314,4314,421,12,44,56
4315,4315,268,50,60,110
4316,4316,389,24,93,117
4317,4317,45,30,107,137
4318,4318,155,40,18,58
4319,4319,266,46,28,74
4320,4320,143,42,110,152
4321,4321,93,33,15,48
4322,4322,358,49,71,120
4323,4323,464,37,118,155
4324,4324,269,60,19,79
4325,4325,286,35,34,69
4326,4326,254,20,86,106
4327,4327,299,60,117,177
4328,4328,40,22,55,77
4329,4329,321,11,116,127
4330,4330,39,54,98,152
4331,4331,172,47,68,115
4332,4332,188,16,15,31
4333,4333,133,40,120,160
4334,4334,355,49,76,125
4335,4335,90,26,38,64
4336,4336,416,29,107,136
4337,4337,313,44,117,161
4338,4338,45,21,86,107
4339,4339,108,31,41,72
4340,4340,400,26,79,105
4341,4341,154,48,22,70
4342,4342,169,13,96,109
4343,4343,370,21,66,87
4344,4344,165,11,115,126
4345,4345,19,35,19,54
4346,4346,462,44,106,150
4347,4347,214,56,75,131
4348,4348,391,10,108,118
4349,4349,305,13,118,131
4350,4350,223,32,82,114
4351,4351,122,55,86,141
4352,4352,103,30,18,48
4353,4353,398,31,27,58
4354,4354,342,28,43,71
4355,4355,131,48,52,100
4356,4356,463,13,94,107
4357,4357,148,47,100,147
4358,4358,412,39,25,64
4359,4359,147,16,55,71
4360,4360,38,13,52,65
4361,4361,385,15,87,102
4362,4362,19,51,61,112
4363,4363,200,48,58,106
4364,4364,458,52,88,140
4365,4365,147,10,101,111
4366,4366,346,28,86,114
4367,4367,273,23,31,54
4368,4368,302,24,46,70
4369,4369,46,23,40,63
4370,4370,21,21,75,96
4371,4371,409,29,31,60
4372,4372,117,45,105,150
4373,4373,326,52,89,141
4374,4374,422,39,90,129
4375,4375,175,29,74,103
4376,4376,6,53,35,88
4377,4377,413,30,29,59
4378,4378,401,23,111,134
4379,4379,440,48,83,131
4380,4380,108,25,105,130
4381,4381,182,47,110,157
4382,4382,443,22,67,89
4383,4383,348,46,59,105
4384,4384,273,59,118,177
4385,4385,461,20,79,99
4386,4386,116,12,103,115
4387,4387,45,21,80,101
4388,4388,115,33,44,77
4389,4389,5,54,29,83
4390,4390,1,50,57,107
4391,4391,1,42,45,87
4392,4392,66,24,47,71
4393,4393,254,56,49,105
4394,4394,232,17,39,56
4395,4395,357,37,65,102
4396,4396,7,25,30,55
4397,4397,150,18,39,57
4398,4398,171,60,47,107
4399,4399,71,52,37,89
4400,4400,470,32,82,114
4401,4401,468,32,36,68
4402,4402,328,22,120,142
4403,4403,198,13,89,102
4404,4404,418,15,15,30
4405,4405,25,36,48,84
4406,4406,149,49,24,73
4407,4407,298,36,90,126
4408,4408,87,42,62,104
4409,4409,223,14,112,126
4410,4410,262,33,22,55
4411,4411,231,31,39,70
4412,4412,201,40,72,112
4413,4413,278,11,119,130
4414,4414,300,27,91,118
4415,4415,3,25,77,102
4416,4416,410,12,20,32
4417,4417,332,27,36,63
4418,4418,3,44,110,154
4419,4419,249,10,92,102
4420,4420,109,59,104,163
4421,4421,150,31,106,137
4422,4422,447,59,65,124
4423,4423,52,38,118,156
4424,4424,480,51,114,165
4425,4425,222,15,76,91
4426,4426,132,22,43,65
4427,4427,227,43,21,64
4428,4428,200,51,106,157
4429,4429,48,27,51,78
4430,4430,400,52,114,166
4431,4431,234,37,84,121
4432,4432,258,54,52,106
4433,4433,472,26,52,78
4434,4434,254,11,92,103
4435,4435,351,51,98,149
4436,4436,48,23,66,89
4437,4437,352,58,71,129
4438,4438,88,31,42,73
4439,4439,427,23,27,50
4440,4440,431,36,89,125
4441,4441,450,22,72,94
4442,4442,199,48,39,87
4443,4443,53,33,25,58
4444,4444,462,32,56,88
4445,4445,92,60,23,83
4446,4446,114,51,27,78
4447,4447,170,41,97,138
4448,4448,103,41,38,79
4449,4449,260,25,106,131
4450,4450,224,60,29,89
4451,4451,324,13,23,36
4452,4452,28,28,16,44
4453,4453,428,28,23,51
4454,4454,74,39,76,115
4455,4455,390,10,114,124
4456,4456,366,36,47,83
4457,4457,315,46,81,127
4458,4458,188,43,23,66
4459,4459,42,13,90,103
4460,4460,393,24,108,132
4461,4461,391,23,73,96
4462,4462,267,22,29,51
4463,4463,165,41,79,120
4464,4464,435,19,27,46
4465,4465,267,32,80,112
4466,4466,22,23,56,79
4467,4467,444,43,101,144
4468,4468,362,49,79,128
4469,4469,372,45,86,131
4470,4470,441,47,47,94
4471,4471,168,13,83,96
4472,4472,137,44,31,75
4473,4473,6,36,74,110
4474,4474,300,35,102,137
4475,4475,264,24,92,116
4476,4476,436,19,90,109
4477,4477,29,14,97,111
4478,4478,467,42,19,61
4479,4479,368,39,107,146
4480,4480,283,40,95,135
4481,4481,152,14,36,50
4482,4482,370,48,91,139
4483,4483,136,37,113,150
4484,4484,29,45,109,154
4485,4485,400,40,95,135
4486,4486,129,15,105,120
4487,4487,344,24,15,39
4488,4488,377,50,103,153
4489,4489,5,37,29,66
4490,4490,479,23,94,117
4491,4491,52,59,92,151
4492,4492,419,18,107,125
4493,4493,388,39,92,131
4494,4494,189,22,79,101
4495,4495,44,16,30,46
4496,4496,435,50,71,121
4497,4497,333,38,89,127
